Id,County,Province_State,Country_Region,Population,Weight,Date,Target,TargetValue
94,,,Afghanistan,27657145,0.583587374,2020-03-09,Fatalities,0
96,,,Afghanistan,27657145,0.583587374,2020-03-10,Fatalities,0
98,,,Afghanistan,27657145,0.583587374,2020-03-11,Fatalities,0
100,,,Afghanistan,27657145,0.583587374,2020-03-12,Fatalities,0
102,,,Afghanistan,27657145,0.583587374,2020-03-13,Fatalities,0
104,,,Afghanistan,27657145,0.583587374,2020-03-14,Fatalities,0
106,,,Afghanistan,27657145,0.583587374,2020-03-15,Fatalities,0
108,,,Afghanistan,27657145,0.583587374,2020-03-16,Fatalities,0
110,,,Afghanistan,27657145,0.583587374,2020-03-17,Fatalities,0
112,,,Afghanistan,27657145,0.583587374,2020-03-18,Fatalities,0
114,,,Afghanistan,27657145,0.583587374,2020-03-19,Fatalities,0
116,,,Afghanistan,27657145,0.583587374,2020-03-20,Fatalities,0
118,,,Afghanistan,27657145,0.583587374,2020-03-21,Fatalities,0
120,,,Afghanistan,27657145,0.583587374,2020-03-22,Fatalities,1
122,,,Afghanistan,27657145,0.583587374,2020-03-23,Fatalities,0
124,,,Afghanistan,27657145,0.583587374,2020-03-24,Fatalities,0
126,,,Afghanistan,27657145,0.583587374,2020-03-25,Fatalities,1
128,,,Afghanistan,27657145,0.583587374,2020-03-26,Fatalities,2
130,,,Afghanistan,27657145,0.583587374,2020-03-27,Fatalities,0
132,,,Afghanistan,27657145,0.583587374,2020-03-28,Fatalities,0
134,,,Afghanistan,27657145,0.583587374,2020-03-29,Fatalities,0
136,,,Afghanistan,27657145,0.583587374,2020-03-30,Fatalities,0
138,,,Afghanistan,27657145,0.583587374,2020-03-31,Fatalities,0
140,,,Afghanistan,27657145,0.583587374,2020-04-01,Fatalities,0
142,,,Afghanistan,27657145,0.583587374,2020-04-02,Fatalities,2
144,,,Afghanistan,27657145,0.583587374,2020-04-03,Fatalities,0
146,,,Afghanistan,27657145,0.583587374,2020-04-04,Fatalities,1
148,,,Afghanistan,27657145,0.583587374,2020-04-05,Fatalities,0
150,,,Afghanistan,27657145,0.583587374,2020-04-06,Fatalities,4
152,,,Afghanistan,27657145,0.583587374,2020-04-07,Fatalities,3
154,,,Afghanistan,27657145,0.583587374,2020-04-08,Fatalities,0
156,,,Afghanistan,27657145,0.583587374,2020-04-09,Fatalities,1
158,,,Afghanistan,27657145,0.583587374,2020-04-10,Fatalities,0
160,,,Afghanistan,27657145,0.583587374,2020-04-11,Fatalities,3
162,,,Afghanistan,27657145,0.583587374,2020-04-12,Fatalities,0
164,,,Afghanistan,27657145,0.583587374,2020-04-13,Fatalities,3
166,,,Afghanistan,27657145,0.583587374,2020-04-14,Fatalities,2
168,,,Afghanistan,27657145,0.583587374,2020-04-15,Fatalities,2
170,,,Afghanistan,27657145,0.583587374,2020-04-16,Fatalities,5
172,,,Afghanistan,27657145,0.583587374,2020-04-17,Fatalities,0
174,,,Afghanistan,27657145,0.583587374,2020-04-18,Fatalities,0
176,,,Afghanistan,27657145,0.583587374,2020-04-19,Fatalities,3
178,,,Afghanistan,27657145,0.583587374,2020-04-20,Fatalities,3
180,,,Afghanistan,27657145,0.583587374,2020-04-21,Fatalities,0
182,,,Afghanistan,27657145,0.583587374,2020-04-22,Fatalities,4
184,,,Afghanistan,27657145,0.583587374,2020-04-23,Fatalities,2
186,,,Afghanistan,27657145,0.583587374,2020-04-24,Fatalities,1
188,,,Afghanistan,27657145,0.583587374,2020-04-25,Fatalities,4
190,,,Afghanistan,27657145,0.583587374,2020-04-26,Fatalities,3
192,,,Afghanistan,27657145,0.583587374,2020-04-27,Fatalities,7
194,,,Afghanistan,27657145,0.583587374,2020-04-28,Fatalities,1
196,,,Afghanistan,27657145,0.583587374,2020-04-29,Fatalities,2
198,,,Afghanistan,27657145,0.583587374,2020-04-30,Fatalities,4
200,,,Afghanistan,27657145,0.583587374,2020-05-01,Fatalities,4
202,,,Afghanistan,27657145,0.583587374,2020-05-02,Fatalities,4
204,,,Afghanistan,27657145,0.583587374,2020-05-03,Fatalities,13
206,,,Afghanistan,27657145,0.583587374,2020-05-04,Fatalities,5
208,,,Afghanistan,27657145,0.583587374,2020-05-05,Fatalities,5
210,,,Afghanistan,27657145,0.583587374,2020-05-06,Fatalities,9
212,,,Afghanistan,27657145,0.583587374,2020-05-07,Fatalities,2
214,,,Afghanistan,27657145,0.583587374,2020-05-08,Fatalities,3
216,,,Afghanistan,27657145,0.583587374,2020-05-09,Fatalities,6
218,,,Afghanistan,27657145,0.583587374,2020-05-10,Fatalities,5
220,,,Afghanistan,27657145,0.583587374,2020-05-11,Fatalities,2
222,,,Afghanistan,27657145,0.583587374,2020-05-12,Fatalities,5
224,,,Afghanistan,27657145,0.583587374,2020-05-13,Fatalities,5
226,,,Afghanistan,27657145,0.583587374,2020-05-14,Fatalities,4
228,,,Afghanistan,27657145,0.583587374,2020-05-15,Fatalities,17
230,,,Afghanistan,27657145,0.583587374,2020-05-16,Fatalities,15
232,,,Afghanistan,27657145,0.583587374,2020-05-17,Fatalities,1
234,,,Afghanistan,27657145,0.583587374,2020-05-18,Fatalities,4
236,,,Afghanistan,27657145,0.583587374,2020-05-19,Fatalities,5
238,,,Afghanistan,27657145,0.583587374,2020-05-20,Fatalities,9
240,,,Afghanistan,27657145,0.583587374,2020-05-21,Fatalities,6
242,,,Afghanistan,27657145,0.583587374,2020-05-22,Fatalities,12
244,,,Afghanistan,27657145,0.583587374,2020-05-23,Fatalities,11
246,,,Afghanistan,27657145,0.583587374,2020-05-24,Fatalities,2
248,,,Afghanistan,27657145,0.583587374,2020-05-25,Fatalities,1
250,,,Afghanistan,27657145,0.583587374,2020-05-26,Fatalities,1
252,,,Afghanistan,27657145,0.583587374,2020-05-27,Fatalities,7
254,,,Afghanistan,27657145,0.583587374,2020-05-28,Fatalities,8
256,,,Afghanistan,27657145,0.583587374,2020-05-29,Fatalities,11
258,,,Afghanistan,27657145,0.583587374,2020-05-30,Fatalities,3
260,,,Afghanistan,27657145,0.583587374,2020-05-31,Fatalities,8
262,,,Afghanistan,27657145,0.583587374,2020-06-01,Fatalities,8
264,,,Afghanistan,27657145,0.583587374,2020-06-02,Fatalities,5
266,,,Afghanistan,27657145,0.583587374,2020-06-03,Fatalities,24
268,,,Afghanistan,27657145,0.583587374,2020-06-04,Fatalities,6
270,,,Afghanistan,27657145,0.583587374,2020-06-05,Fatalities,9
272,,,Afghanistan,27657145,0.583587374,2020-06-06,Fatalities,18
274,,,Afghanistan,27657145,0.583587374,2020-06-07,Fatalities,30
276,,,Afghanistan,27657145,0.583587374,2020-06-08,Fatalities,12
278,,,Afghanistan,27657145,0.583587374,2020-06-09,Fatalities,15
280,,,Afghanistan,27657145,0.583587374,2020-06-10,Fatalities,21
282,,,Albania,2886026,0.67225122,2020-01-23,Fatalities,0
284,,,Albania,2886026,0.67225122,2020-01-24,Fatalities,0
286,,,Albania,2886026,0.67225122,2020-01-25,Fatalities,0
288,,,Albania,2886026,0.67225122,2020-01-26,Fatalities,0
290,,,Albania,2886026,0.67225122,2020-01-27,Fatalities,0
292,,,Albania,2886026,0.67225122,2020-01-28,Fatalities,0
294,,,Albania,2886026,0.67225122,2020-01-29,Fatalities,0
296,,,Albania,2886026,0.67225122,2020-01-30,Fatalities,0
298,,,Albania,2886026,0.67225122,2020-01-31,Fatalities,0
300,,,Albania,2886026,0.67225122,2020-02-01,Fatalities,0
302,,,Albania,2886026,0.67225122,2020-02-02,Fatalities,0
304,,,Albania,2886026,0.67225122,2020-02-03,Fatalities,0
306,,,Albania,2886026,0.67225122,2020-02-04,Fatalities,0
308,,,Albania,2886026,0.67225122,2020-02-05,Fatalities,0
310,,,Albania,2886026,0.67225122,2020-02-06,Fatalities,0
312,,,Albania,2886026,0.67225122,2020-02-07,Fatalities,0
314,,,Albania,2886026,0.67225122,2020-02-08,Fatalities,0
316,,,Albania,2886026,0.67225122,2020-02-09,Fatalities,0
318,,,Albania,2886026,0.67225122,2020-02-10,Fatalities,0
320,,,Albania,2886026,0.67225122,2020-02-11,Fatalities,0
322,,,Albania,2886026,0.67225122,2020-02-12,Fatalities,0
324,,,Albania,2886026,0.67225122,2020-02-13,Fatalities,0
326,,,Albania,2886026,0.67225122,2020-02-14,Fatalities,0
328,,,Albania,2886026,0.67225122,2020-02-15,Fatalities,0
330,,,Albania,2886026,0.67225122,2020-02-16,Fatalities,0
332,,,Albania,2886026,0.67225122,2020-02-17,Fatalities,0
334,,,Albania,2886026,0.67225122,2020-02-18,Fatalities,0
336,,,Albania,2886026,0.67225122,2020-02-19,Fatalities,0
338,,,Albania,2886026,0.67225122,2020-02-20,Fatalities,0
340,,,Albania,2886026,0.67225122,2020-02-21,Fatalities,0
342,,,Albania,2886026,0.67225122,2020-02-22,Fatalities,0
344,,,Albania,2886026,0.67225122,2020-02-23,Fatalities,0
346,,,Albania,2886026,0.67225122,2020-02-24,Fatalities,0
348,,,Albania,2886026,0.67225122,2020-02-25,Fatalities,0
350,,,Albania,2886026,0.67225122,2020-02-26,Fatalities,0
352,,,Albania,2886026,0.67225122,2020-02-27,Fatalities,0
354,,,Albania,2886026,0.67225122,2020-02-28,Fatalities,0
356,,,Albania,2886026,0.67225122,2020-02-29,Fatalities,0
358,,,Albania,2886026,0.67225122,2020-03-01,Fatalities,0
360,,,Albania,2886026,0.67225122,2020-03-02,Fatalities,0
362,,,Albania,2886026,0.67225122,2020-03-03,Fatalities,0
364,,,Albania,2886026,0.67225122,2020-03-04,Fatalities,0
366,,,Albania,2886026,0.67225122,2020-03-05,Fatalities,0
368,,,Albania,2886026,0.67225122,2020-03-06,Fatalities,0
370,,,Albania,2886026,0.67225122,2020-03-07,Fatalities,0
372,,,Albania,2886026,0.67225122,2020-03-08,Fatalities,0
374,,,Albania,2886026,0.67225122,2020-03-09,Fatalities,0
376,,,Albania,2886026,0.67225122,2020-03-10,Fatalities,0
378,,,Albania,2886026,0.67225122,2020-03-11,Fatalities,1
380,,,Albania,2886026,0.67225122,2020-03-12,Fatalities,0
382,,,Albania,2886026,0.67225122,2020-03-13,Fatalities,0
384,,,Albania,2886026,0.67225122,2020-03-14,Fatalities,0
386,,,Albania,2886026,0.67225122,2020-03-15,Fatalities,0
388,,,Albania,2886026,0.67225122,2020-03-16,Fatalities,0
390,,,Albania,2886026,0.67225122,2020-03-17,Fatalities,0
392,,,Albania,2886026,0.67225122,2020-03-18,Fatalities,1
394,,,Albania,2886026,0.67225122,2020-03-19,Fatalities,0
396,,,Albania,2886026,0.67225122,2020-03-20,Fatalities,0
398,,,Albania,2886026,0.67225122,2020-03-21,Fatalities,0
400,,,Albania,2886026,0.67225122,2020-03-22,Fatalities,0
402,,,Albania,2886026,0.67225122,2020-03-23,Fatalities,2
404,,,Albania,2886026,0.67225122,2020-03-24,Fatalities,1
406,,,Albania,2886026,0.67225122,2020-03-25,Fatalities,0
408,,,Albania,2886026,0.67225122,2020-03-26,Fatalities,1
410,,,Albania,2886026,0.67225122,2020-03-27,Fatalities,2
412,,,Albania,2886026,0.67225122,2020-03-28,Fatalities,2
414,,,Albania,2886026,0.67225122,2020-03-29,Fatalities,0
416,,,Albania,2886026,0.67225122,2020-03-30,Fatalities,1
418,,,Albania,2886026,0.67225122,2020-03-31,Fatalities,4
420,,,Albania,2886026,0.67225122,2020-04-01,Fatalities,0
422,,,Albania,2886026,0.67225122,2020-04-02,Fatalities,1
424,,,Albania,2886026,0.67225122,2020-04-03,Fatalities,1
426,,,Albania,2886026,0.67225122,2020-04-04,Fatalities,3
428,,,Albania,2886026,0.67225122,2020-04-05,Fatalities,0
430,,,Albania,2886026,0.67225122,2020-04-06,Fatalities,1
432,,,Albania,2886026,0.67225122,2020-04-07,Fatalities,1
434,,,Albania,2886026,0.67225122,2020-04-08,Fatalities,0
436,,,Albania,2886026,0.67225122,2020-04-09,Fatalities,1
438,,,Albania,2886026,0.67225122,2020-04-10,Fatalities,0
440,,,Albania,2886026,0.67225122,2020-04-11,Fatalities,0
442,,,Albania,2886026,0.67225122,2020-04-12,Fatalities,0
444,,,Albania,2886026,0.67225122,2020-04-13,Fatalities,0
446,,,Albania,2886026,0.67225122,2020-04-14,Fatalities,1
448,,,Albania,2886026,0.67225122,2020-04-15,Fatalities,1
450,,,Albania,2886026,0.67225122,2020-04-16,Fatalities,1
452,,,Albania,2886026,0.67225122,2020-04-17,Fatalities,0
454,,,Albania,2886026,0.67225122,2020-04-18,Fatalities,0
456,,,Albania,2886026,0.67225122,2020-04-19,Fatalities,0
458,,,Albania,2886026,0.67225122,2020-04-20,Fatalities,0
460,,,Albania,2886026,0.67225122,2020-04-21,Fatalities,0
462,,,Albania,2886026,0.67225122,2020-04-22,Fatalities,1
464,,,Albania,2886026,0.67225122,2020-04-23,Fatalities,0
466,,,Albania,2886026,0.67225122,2020-04-24,Fatalities,0
468,,,Albania,2886026,0.67225122,2020-04-25,Fatalities,0
470,,,Albania,2886026,0.67225122,2020-04-26,Fatalities,1
472,,,Albania,2886026,0.67225122,2020-04-27,Fatalities,0
474,,,Albania,2886026,0.67225122,2020-04-28,Fatalities,2
476,,,Albania,2886026,0.67225122,2020-04-29,Fatalities,0
478,,,Albania,2886026,0.67225122,2020-04-30,Fatalities,1
480,,,Albania,2886026,0.67225122,2020-05-01,Fatalities,0
482,,,Albania,2886026,0.67225122,2020-05-02,Fatalities,0
484,,,Albania,2886026,0.67225122,2020-05-03,Fatalities,0
486,,,Albania,2886026,0.67225122,2020-05-04,Fatalities,0
488,,,Albania,2886026,0.67225122,2020-05-05,Fatalities,0
490,,,Albania,2886026,0.67225122,2020-05-06,Fatalities,0
492,,,Albania,2886026,0.67225122,2020-05-07,Fatalities,0
494,,,Albania,2886026,0.67225122,2020-05-08,Fatalities,0
496,,,Albania,2886026,0.67225122,2020-05-09,Fatalities,0
498,,,Albania,2886026,0.67225122,2020-05-10,Fatalities,0
500,,,Albania,2886026,0.67225122,2020-05-11,Fatalities,0
502,,,Albania,2886026,0.67225122,2020-05-12,Fatalities,0
504,,,Albania,2886026,0.67225122,2020-05-13,Fatalities,0
506,,,Albania,2886026,0.67225122,2020-05-14,Fatalities,0
508,,,Albania,2886026,0.67225122,2020-05-15,Fatalities,0
510,,,Albania,2886026,0.67225122,2020-05-16,Fatalities,0
512,,,Albania,2886026,0.67225122,2020-05-17,Fatalities,0
514,,,Albania,2886026,0.67225122,2020-05-18,Fatalities,0
516,,,Albania,2886026,0.67225122,2020-05-19,Fatalities,0
518,,,Albania,2886026,0.67225122,2020-05-20,Fatalities,0
520,,,Albania,2886026,0.67225122,2020-05-21,Fatalities,0
522,,,Albania,2886026,0.67225122,2020-05-22,Fatalities,0
524,,,Albania,2886026,0.67225122,2020-05-23,Fatalities,0
526,,,Albania,2886026,0.67225122,2020-05-24,Fatalities,1
528,,,Albania,2886026,0.67225122,2020-05-25,Fatalities,0
530,,,Albania,2886026,0.67225122,2020-05-26,Fatalities,1
532,,,Albania,2886026,0.67225122,2020-05-27,Fatalities,0
534,,,Albania,2886026,0.67225122,2020-05-28,Fatalities,0
536,,,Albania,2886026,0.67225122,2020-05-29,Fatalities,0
538,,,Albania,2886026,0.67225122,2020-05-30,Fatalities,0
540,,,Albania,2886026,0.67225122,2020-05-31,Fatalities,0
542,,,Albania,2886026,0.67225122,2020-06-01,Fatalities,0
544,,,Albania,2886026,0.67225122,2020-06-02,Fatalities,0
546,,,Albania,2886026,0.67225122,2020-06-03,Fatalities,0
548,,,Albania,2886026,0.67225122,2020-06-04,Fatalities,0
550,,,Albania,2886026,0.67225122,2020-06-05,Fatalities,0
552,,,Albania,2886026,0.67225122,2020-06-06,Fatalities,1
554,,,Albania,2886026,0.67225122,2020-06-07,Fatalities,0
556,,,Albania,2886026,0.67225122,2020-06-08,Fatalities,0
558,,,Albania,2886026,0.67225122,2020-06-09,Fatalities,0
560,,,Albania,2886026,0.67225122,2020-06-10,Fatalities,0
562,,,Algeria,40400000,0.570960698,2020-01-23,Fatalities,0
564,,,Algeria,40400000,0.570960698,2020-01-24,Fatalities,0
566,,,Algeria,40400000,0.570960698,2020-01-25,Fatalities,0
568,,,Algeria,40400000,0.570960698,2020-01-26,Fatalities,0
570,,,Algeria,40400000,0.570960698,2020-01-27,Fatalities,0
572,,,Algeria,40400000,0.570960698,2020-01-28,Fatalities,0
574,,,Algeria,40400000,0.570960698,2020-01-29,Fatalities,0
576,,,Algeria,40400000,0.570960698,2020-01-30,Fatalities,0
578,,,Algeria,40400000,0.570960698,2020-01-31,Fatalities,0
580,,,Algeria,40400000,0.570960698,2020-02-01,Fatalities,0
582,,,Algeria,40400000,0.570960698,2020-02-02,Fatalities,0
584,,,Algeria,40400000,0.570960698,2020-02-03,Fatalities,0
586,,,Algeria,40400000,0.570960698,2020-02-04,Fatalities,0
588,,,Algeria,40400000,0.570960698,2020-02-05,Fatalities,0
590,,,Algeria,40400000,0.570960698,2020-02-06,Fatalities,0
592,,,Algeria,40400000,0.570960698,2020-02-07,Fatalities,0
594,,,Algeria,40400000,0.570960698,2020-02-08,Fatalities,0
596,,,Algeria,40400000,0.570960698,2020-02-09,Fatalities,0
598,,,Algeria,40400000,0.570960698,2020-02-10,Fatalities,0
600,,,Algeria,40400000,0.570960698,2020-02-11,Fatalities,0
602,,,Algeria,40400000,0.570960698,2020-02-12,Fatalities,0
604,,,Algeria,40400000,0.570960698,2020-02-13,Fatalities,0
606,,,Algeria,40400000,0.570960698,2020-02-14,Fatalities,0
608,,,Algeria,40400000,0.570960698,2020-02-15,Fatalities,0
610,,,Algeria,40400000,0.570960698,2020-02-16,Fatalities,0
612,,,Algeria,40400000,0.570960698,2020-02-17,Fatalities,0
614,,,Algeria,40400000,0.570960698,2020-02-18,Fatalities,0
616,,,Algeria,40400000,0.570960698,2020-02-19,Fatalities,0
618,,,Algeria,40400000,0.570960698,2020-02-20,Fatalities,0
620,,,Algeria,40400000,0.570960698,2020-02-21,Fatalities,0
622,,,Algeria,40400000,0.570960698,2020-02-22,Fatalities,0
624,,,Algeria,40400000,0.570960698,2020-02-23,Fatalities,0
626,,,Algeria,40400000,0.570960698,2020-02-24,Fatalities,0
628,,,Algeria,40400000,0.570960698,2020-02-25,Fatalities,0
630,,,Algeria,40400000,0.570960698,2020-02-26,Fatalities,0
632,,,Algeria,40400000,0.570960698,2020-02-27,Fatalities,0
634,,,Algeria,40400000,0.570960698,2020-02-28,Fatalities,0
636,,,Algeria,40400000,0.570960698,2020-02-29,Fatalities,0
638,,,Algeria,40400000,0.570960698,2020-03-01,Fatalities,0
640,,,Algeria,40400000,0.570960698,2020-03-02,Fatalities,0
642,,,Algeria,40400000,0.570960698,2020-03-03,Fatalities,0
644,,,Algeria,40400000,0.570960698,2020-03-04,Fatalities,0
646,,,Algeria,40400000,0.570960698,2020-03-05,Fatalities,0
648,,,Algeria,40400000,0.570960698,2020-03-06,Fatalities,0
650,,,Algeria,40400000,0.570960698,2020-03-07,Fatalities,0
652,,,Algeria,40400000,0.570960698,2020-03-08,Fatalities,0
654,,,Algeria,40400000,0.570960698,2020-03-09,Fatalities,0
656,,,Algeria,40400000,0.570960698,2020-03-10,Fatalities,0
658,,,Algeria,40400000,0.570960698,2020-03-11,Fatalities,0
660,,,Algeria,40400000,0.570960698,2020-03-12,Fatalities,1
662,,,Algeria,40400000,0.570960698,2020-03-13,Fatalities,1
664,,,Algeria,40400000,0.570960698,2020-03-14,Fatalities,1
666,,,Algeria,40400000,0.570960698,2020-03-15,Fatalities,1
668,,,Algeria,40400000,0.570960698,2020-03-16,Fatalities,0
670,,,Algeria,40400000,0.570960698,2020-03-17,Fatalities,0
672,,,Algeria,40400000,0.570960698,2020-03-18,Fatalities,3
674,,,Algeria,40400000,0.570960698,2020-03-19,Fatalities,2
676,,,Algeria,40400000,0.570960698,2020-03-20,Fatalities,2
678,,,Algeria,40400000,0.570960698,2020-03-21,Fatalities,4
680,,,Algeria,40400000,0.570960698,2020-03-22,Fatalities,2
682,,,Algeria,40400000,0.570960698,2020-03-23,Fatalities,0
684,,,Algeria,40400000,0.570960698,2020-03-24,Fatalities,2
686,,,Algeria,40400000,0.570960698,2020-03-25,Fatalities,2
688,,,Algeria,40400000,0.570960698,2020-03-26,Fatalities,4
690,,,Algeria,40400000,0.570960698,2020-03-27,Fatalities,1
692,,,Algeria,40400000,0.570960698,2020-03-28,Fatalities,3
694,,,Algeria,40400000,0.570960698,2020-03-29,Fatalities,2
696,,,Algeria,40400000,0.570960698,2020-03-30,Fatalities,4
698,,,Algeria,40400000,0.570960698,2020-03-31,Fatalities,9
700,,,Algeria,40400000,0.570960698,2020-04-01,Fatalities,14
702,,,Algeria,40400000,0.570960698,2020-04-02,Fatalities,28
704,,,Algeria,40400000,0.570960698,2020-04-03,Fatalities,19
706,,,Algeria,40400000,0.570960698,2020-04-04,Fatalities,25
708,,,Algeria,40400000,0.570960698,2020-04-05,Fatalities,22
710,,,Algeria,40400000,0.570960698,2020-04-06,Fatalities,21
712,,,Algeria,40400000,0.570960698,2020-04-07,Fatalities,20
714,,,Algeria,40400000,0.570960698,2020-04-08,Fatalities,12
716,,,Algeria,40400000,0.570960698,2020-04-09,Fatalities,30
718,,,Algeria,40400000,0.570960698,2020-04-10,Fatalities,21
720,,,Algeria,40400000,0.570960698,2020-04-11,Fatalities,19
722,,,Algeria,40400000,0.570960698,2020-04-12,Fatalities,18
724,,,Algeria,40400000,0.570960698,2020-04-13,Fatalities,20
726,,,Algeria,40400000,0.570960698,2020-04-14,Fatalities,13
728,,,Algeria,40400000,0.570960698,2020-04-15,Fatalities,10
730,,,Algeria,40400000,0.570960698,2020-04-16,Fatalities,12
732,,,Algeria,40400000,0.570960698,2020-04-17,Fatalities,16
734,,,Algeria,40400000,0.570960698,2020-04-18,Fatalities,3
736,,,Algeria,40400000,0.570960698,2020-04-19,Fatalities,8
738,,,Algeria,40400000,0.570960698,2020-04-20,Fatalities,9
740,,,Algeria,40400000,0.570960698,2020-04-21,Fatalities,8
742,,,Algeria,40400000,0.570960698,2020-04-22,Fatalities,10
744,,,Algeria,40400000,0.570960698,2020-04-23,Fatalities,5
746,,,Algeria,40400000,0.570960698,2020-04-24,Fatalities,8
748,,,Algeria,40400000,0.570960698,2020-04-25,Fatalities,4
750,,,Algeria,40400000,0.570960698,2020-04-26,Fatalities,6
752,,,Algeria,40400000,0.570960698,2020-04-27,Fatalities,7
754,,,Algeria,40400000,0.570960698,2020-04-28,Fatalities,5
756,,,Algeria,40400000,0.570960698,2020-04-29,Fatalities,7
758,,,Algeria,40400000,0.570960698,2020-04-30,Fatalities,6
760,,,Algeria,40400000,0.570960698,2020-05-01,Fatalities,3
762,,,Algeria,40400000,0.570960698,2020-05-02,Fatalities,6
764,,,Algeria,40400000,0.570960698,2020-05-03,Fatalities,4
766,,,Algeria,40400000,0.570960698,2020-05-04,Fatalities,2
768,,,Algeria,40400000,0.570960698,2020-05-05,Fatalities,5
770,,,Algeria,40400000,0.570960698,2020-05-06,Fatalities,6
772,,,Algeria,40400000,0.570960698,2020-05-07,Fatalities,7
774,,,Algeria,40400000,0.570960698,2020-05-08,Fatalities,5
776,,,Algeria,40400000,0.570960698,2020-05-09,Fatalities,6
778,,,Algeria,40400000,0.570960698,2020-05-10,Fatalities,8
780,,,Algeria,40400000,0.570960698,2020-05-11,Fatalities,5
782,,,Algeria,40400000,0.570960698,2020-05-12,Fatalities,8
784,,,Algeria,40400000,0.570960698,2020-05-13,Fatalities,7
786,,,Algeria,40400000,0.570960698,2020-05-14,Fatalities,7
788,,,Algeria,40400000,0.570960698,2020-05-15,Fatalities,7
790,,,Algeria,40400000,0.570960698,2020-05-16,Fatalities,6
792,,,Algeria,40400000,0.570960698,2020-05-17,Fatalities,6
794,,,Algeria,40400000,0.570960698,2020-05-18,Fatalities,7
796,,,Algeria,40400000,0.570960698,2020-05-19,Fatalities,6
798,,,Algeria,40400000,0.570960698,2020-05-20,Fatalities,7
800,,,Algeria,40400000,0.570960698,2020-05-21,Fatalities,7
802,,,Algeria,40400000,0.570960698,2020-05-22,Fatalities,7
804,,,Algeria,40400000,0.570960698,2020-05-23,Fatalities,10
806,,,Algeria,40400000,0.570960698,2020-05-24,Fatalities,8
808,,,Algeria,40400000,0.570960698,2020-05-25,Fatalities,9
810,,,Algeria,40400000,0.570960698,2020-05-26,Fatalities,8
